shift_id,store_id,employee_id,date,hours_worked,role
SH001312,S04,S04-E03,2025-05-10,7.1,manager
SH000874,S03,S03-E02,2025-05-26,6.2,stock
SH001796,S05,S05-E06,2025-05-28,6.2,manager
SH000635,S02,S02-E07,2025-04-08,8.1,cashier
SH001808,S05,S05-E07,2025-04-18,7.4,stock
SH001530,S04,S04-E10,2025-04-18,6.2,stock
SH000539,S02,S02-E04,2025-05-05,5.9,cashier
SH000107,S01,S01-E03,2025-05-15,6.5,stock
SH001397,S04,S04-E06,2025-04-19,6.4,stock
SH000968,S03,S03-E05,2025-04-10,6.6,stock
SH000823,S03,S03-E01,2025-05-13,8.9,manager
SH000035,S01,S01-E01,2025-05-22,6.1,stock
SH000172,S01,S01-E05,2025-04-20,6.4,cashier
SH000234,S01,S01-E06,2025-05-19,8.4,stock
SH000099,S01,S01-E03,2025-05-05,6.1,stock
SH000632,S02,S02-E06,2025-05-30,7.2,stock
SH000217,S01,S01-E06,2025-04-27,8.3,stock
SH000207,S01,S01-E06,2025-04-10,6.7,stock
SH000738,S02,S02-E09,2025-05-02,5.3,cashier
SH000242,S01,S01-E06,2025-05-31,6.6,stock
SH001548,S04,S04-E10,2025-05-09,7.0,stock
SH000011,S01,S01-E01,2025-04-24,6.9,stock
SH000396,S02,S02-E01,2025-04-17,6.8,manager
SH001304,S04,S04-E03,2025-04-27,7.7,manager
SH001028,S03,S03-E06,2025-04-30,7.2,stock
SH000971,S03,S03-E05,2025-04-13,7.2,stock
SH001692,S05,S05-E04,2025-04-27,7.4,cashier
SH001791,S05,S05-E06,2025-05-23,7.4,manager
SH000411,S02,S02-E01,2025-05-09,6.2,manager
SH000146,S01,S01-E04,2025-05-14,7.1,stock
SH000140,S01,S01-E04,2025-05-03,6.5,stock
SH001130,S03,S03-E08,2025-05-24,6.4,cashier
SH000299,S01,S01-E08,2025-04-28,6.0,manager
SH000438,S02,S02-E02,2025-04-20,7.3,manager
SH000100,S01,S01-E03,2025-05-06,6.8,stock
SH000618,S02,S02-E06,2025-05-12,8.8,stock
SH001971,S09,S09-E01,2025-04-16,5.9,cashier
SH001093,S03,S03-E07,2025-05-27,6.8,cashier
SH000950,S03,S03-E04,2025-05-05,7.2,manager
SH000506,S02,S02-E03,2025-05-19,8.9,cashier
SH001910,S05,S05-E09,2025-05-22,6.5,cashier
SH000189,S01,S01-E05,2025-05-10,4.5,cashier
SH000880,S03,S03-E02,2025-06-01,6.6,stock
SH000088,S01,S01-E03,2025-04-16,5.7,stock
SH001635,S05,S05-E02,2025-05-29,6.6,manager
SH000864,S03,S03-E02,2025-05-14,7.3,stock
SH001797,S05,S05-E06,2025-05-30,7.5,manager
SH000314,S01,S01-E08,2025-05-23,7.2,manager
SH000141,S01,S01-E04,2025-05-08,6.5,stock
SH001344,S04,S04-E04,2025-05-07,8.1,stock
SH001114,S03,S03-E08,2025-04-30,7.3,cashier
SH001222,S04,S04-E01,2025-04-21,6.4,cashier
SH001937,S05,S05-E10,2025-05-04,8.0,stock
SH001903,S05,S05-E09,2025-05-11,8.7,cashier
SH000284,S01,S01-E08,2025-04-08,8.4,manager
SH000380,S01,S01-E10,2025-05-21,5.9,stock
SH000605,S02,S02-E06,2025-04-23,7.4,stock
SH001717,S05,S05-E04,2025-05-30,6.5,cashier
SH000298,S01,S01-E08,2025-04-27,4.6,manager
SH000259,S01,S01-E07,2025-04-26,8.3,stock
SH001955,S05,S05-E10,2025-05-30,8.2,stock
SH000274,S01,S01-E07,2025-05-22,7.2,stock
SH001306,S04,S04-E03,2025-04-29,6.9,manager
SH000984,S03,S03-E05,2025-04-28,6.5,stock
SH001946,S05,S05-E10,2025-05-16,8.1,stock
SH000588,S02,S02-E05,2025-05-25,8.1,cashier
SH000879,S03,S03-E02,2025-05-31,7.0,stock
SH001980,S09,S09-E01,2025-04-27,6.9,cashier
SH000996,S03,S03-E05,2025-05-11,6.9,stock
SH000019,S01,S01-E01,2025-05-03,6.8,stock
SH000358,S01,S01-E10,2025-04-19,6.9,stock
SH000904,S03,S03-E03,2025-05-05,5.5,stock
SH000724,S02,S02-E09,2025-04-13,7.9,cashier
SH001865,S05,S05-E08,2025-05-11,7.7,stock
SH001314,S04,S04-E03,2025-05-19,4.8,manager
SH001775,S05,S05-E06,2025-05-02,5.7,manager
SH000796,S03,S03-E01,2025-04-11,6.9,manager
SH000489,S02,S02-E03,2025-05-02,8.5,cashier
SH000371,S01,S01-E10,2025-05-06,6.3,stock
SH001701,S05,S05-E04,2025-05-08,6.8,cashier
SH000563,S02,S02-E05,2025-04-21,7.2,cashier
SH001086,S03,S03-E07,2025-05-18,7.5,cashier
SH000255,S01,S01-E07,2025-04-22,6.2,stock
SH001368,S04,S04-E05,2025-04-24,7.2,stock
SH000564,S02,S02-E05,2025-04-22,7.0,cashier
SH000022,S01,S01-E01,2025-05-06,7.4,stock
SH000993,S03,S03-E05,2025-05-08,7.5,stock
SH001358,S04,S04-E05,2025-04-08,7.4,stock
SH001665,S05,S05-E03,2025-05-13,6.8,cashier
SH000669,S02,S02-E07,2025-05-24,7.2,cashier
SH000262,S01,S01-E07,2025-05-05,8.0,stock
SH000986,S03,S03-E05,2025-05-01,7.5,stock
SH000858,S03,S03-E02,2025-05-05,6.6,stock
SH000775,S02,S02-E10,2025-05-07,7.0,stock
SH000192,S01,S01-E05,2025-05-16,7.7,cashier
SH000784,S02,S02-E10,2025-05-17,5.9,stock
SH001790,S05,S05-E06,2025-05-22,6.4,manager
SH000336,S01,S01-E09,2025-04-28,6.4,manager
SH000252,S01,S01-E07,2025-04-19,6.8,stock
SH000645,S02,S02-E07,2025-04-21,8.0,cashier
SH001241,S04,S04-E01,2025-05-22,8.3,cashier
SH000465,S02,S02-E02,2025-05-24,6.1,manager
SH001103,S03,S03-E08,2025-04-12,7.9,cashier
SH000627,S02,S02-E06,2025-05-24,6.5,stock
SH001188,S03,S03-E10,2025-05-01,6.7,cashier
SH000424,S02,S02-E01,2025-05-24,6.8,manager
SH001132,S03,S03-E08,2025-05-27,7.6,cashier
SH001532,S04,S04-E10,2025-04-20,6.4,stock
SH000893,S03,S03-E03,2025-04-23,6.6,stock
SH001396,S04,S04-E06,2025-04-18,5.8,stock
SH001776,S05,S05-E06,2025-05-03,6.8,manager
SH000303,S01,S01-E08,2025-05-03,8.0,manager
SH001933,S05,S05-E10,2025-04-30,8.2,stock
SH000571,S02,S02-E05,2025-05-03,7.0,cashier
SH001063,S03,S03-E07,2025-04-21,6.1,cashier
SH001551,S04,S04-E10,2025-05-20,6.2,stock
SH000498,S02,S02-E03,2025-05-11,5.1,cashier
SH000341,S01,S01-E09,2025-05-05,6.3,manager
SH000678,S02,S02-E08,2025-04-08,5.5,stock
SH001889,S05,S05-E09,2025-04-23,6.8,cashier
SH000319,S01,S01-E08,2025-05-30,7.6,manager
SH001737,S05,S05-E05,2025-05-01,5.4,cashier
SH001225,S04,S04-E01,2025-04-24,5.7,cashier
SH000077,S01,S01-E02,2025-05-26,6.8,cashier
SH000794,S03,S03-E01,2025-04-08,7.2,manager
SH001046,S03,S03-E06,2025-05-24,6.8,stock
SH000899,S03,S03-E03,2025-04-30,8.3,stock
SH000730,S02,S02-E09,2025-04-23,5.7,cashier
SH001458,S04,S04-E08,2025-04-10,8.5,stock
SH001102,S03,S03-E08,2025-04-11,5.9,cashier
SH000052,S01,S01-E02,2025-04-18,8.4,cashier
SH001849,S05,S05-E08,2025-04-18,7.1,stock
SH001290,S04,S04-E03,2025-04-10,6.3,manager
SH000677,S02,S02-E08,2025-04-07,7.0,stock
SH000265,S01,S01-E07,2025-05-09,6.6,stock
SH000362,S01,S01-E10,2025-04-25,6.4,stock
SH000799,S03,S03-E01,2025-04-14,8.1,manager
SH000295,S01,S01-E08,2025-04-24,8.4,manager
SH000551,S02,S02-E04,2025-05-29,7.4,cashier
SH001726,S05,S05-E05,2025-04-14,7.2,cashier
SH001258,S04,S04-E02,2025-04-18,6.4,manager
SH001008,S03,S03-E05,2025-05-30,6.6,stock
SH000066,S01,S01-E02,2025-05-10,8.4,cashier
SH001831,S05,S05-E07,2025-05-24,6.7,stock
SH001254,S04,S04-E02,2025-04-12,6.6,manager
SH001430,S04,S04-E07,2025-04-21,8.7,stock
SH001766,S05,S05-E06,2025-04-19,6.7,manager
SH001691,S05,S05-E04,2025-04-26,8.3,cashier
SH000247,S01,S01-E07,2025-04-10,7.5,stock
SH000233,S01,S01-E06,2025-05-18,7.4,stock
SH000833,S03,S03-E01,2025-05-28,7.9,manager
SH000741,S02,S02-E09,2025-05-06,7.2,cashier
SH001022,S03,S03-E06,2025-04-24,7.9,stock
SH000163,S01,S01-E05,2025-04-10,6.8,cashier
SH000126,S01,S01-E04,2025-04-14,6.1,stock
SH000337,S01,S01-E09,2025-04-29,5.5,manager
SH000851,S03,S03-E02,2025-04-25,9.1,stock
SH000787,S02,S02-E10,2025-05-20,9.8,stock
SH000772,S02,S02-E10,2025-05-02,6.8,stock
SH001668,S05,S05-E03,2025-05-22,7.8,cashier
SH000586,S02,S02-E05,2025-05-22,7.5,cashier
SH001162,S03,S03-E09,2025-05-19,7.6,cashier
SH000872,S03,S03-E02,2025-05-24,7.4,stock
SH000901,S03,S03-E03,2025-05-02,7.1,stock
SH001974,S09,S09-E01,2025-04-10,7.4,cashier
SH000647,S02,S02-E07,2025-04-25,5.6,cashier
SH001126,S03,S03-E08,2025-05-16,6.2,cashier
SH000137,S01,S01-E04,2025-04-28,9.5,stock
SH000457,S02,S02-E02,2025-05-14,6.9,manager
SH000112,S01,S01-E03,2025-05-22,8.4,stock
SH000484,S02,S02-E03,2025-04-27,7.7,cashier
SH001972,S09,S09-E01,2025-04-19,6.0,cashier
SH000895,S03,S03-E03,2025-04-26,7.9,stock
SH000361,S01,S01-E10,2025-04-24,7.6,stock
SH000670,S02,S02-E07,2025-05-25,7.4,cashier
SH000719,S02,S02-E08,2025-06-01,8.6,stock
SH001146,S03,S03-E09,2025-04-22,4.3,cashier
SH001096,S03,S03-E07,2025-05-30,8.6,cashier
SH000420,S02,S02-E01,2025-05-20,7.1,manager
SH001152,S03,S03-E09,2025-05-04,6.8,cashier
SH001526,S04,S04-E10,2025-04-11,6.8,stock
SH000811,S03,S03-E01,2025-04-29,6.2,manager
SH000472,S02,S02-E03,2025-04-09,6.5,cashier
SH000479,S02,S02-E03,2025-04-20,6.1,cashier
SH000924,S03,S03-E03,2025-05-30,7.5,stock
SH000323,S01,S01-E09,2025-04-12,6.3,manager
SH001021,S03,S03-E06,2025-04-22,6.0,stock
SH000557,S02,S02-E05,2025-04-11,4.2,cashier
SH001759,S05,S05-E05,2025-05-30,7.6,cashier
SH000096,S01,S01-E03,2025-04-29,5.3,stock
SH000793,S03,S03-E01,2025-04-07,8.2,manager
SH001129,S03,S03-E08,2025-05-21,7.2,cashier
SH000902,S03,S03-E03,2025-05-03,6.4,stock
SH000949,S03,S03-E04,2025-05-04,6.5,manager
SH001360,S04,S04-E05,2025-04-10,7.2,stock
SH000432,S02,S02-E02,2025-04-10,4.6,manager
SH000391,S02,S02-E01,2025-04-12,7.4,manager
SH000271,S01,S01-E07,2025-05-15,7.2,stock
SH000440,S02,S02-E02,2025-04-23,7.3,manager
SH000437,S02,S02-E02,2025-04-18,5.2,manager
SH001111,S03,S03-E08,2025-04-25,8.2,cashier
SH001236,S04,S04-E01,2025-05-08,7.3,cashier
SH001319,S04,S04-E03,2025-05-26,9.0,manager
SH001622,S05,S05-E02,2025-05-07,8.4,manager
SH001758,S05,S05-E05,2025-05-29,6.6,cashier
SH000102,S01,S01-E03,2025-05-09,8.4,stock
SH000128,S01,S01-E04,2025-04-17,7.3,stock
SH001183,S03,S03-E10,2025-04-25,6.2,cashier
SH001847,S05,S05-E08,2025-04-16,7.2,stock
SH001657,S05,S05-E03,2025-05-04,7.3,cashier
SH001880,S05,S05-E09,2025-04-09,8.9,cashier
SH001181,S03,S03-E10,2025-04-23,7.1,cashier
SH001388,S04,S04-E05,2025-05-31,5.4,stock
SH001395,S04,S04-E06,2025-04-16,7.1,stock
SH001197,S03,S03-E10,2025-05-12,6.9,cashier
SH001411,S04,S04-E06,2025-05-11,9.1,stock
SH001502,S04,S04-E09,2025-04-28,7.9,cashier
SH001479,S04,S04-E08,2025-05-20,6.5,stock
SH001917,S05,S05-E10,2025-04-12,7.5,stock
SH001170,S03,S03-E09,2025-05-31,5.2,cashier
SH001598,S05,S05-E01,2025-05-24,7.5,cashier
SH001862,S05,S05-E08,2025-05-07,7.9,stock
SH000156,S01,S01-E04,2025-05-26,8.7,stock
SH001478,S04,S04-E08,2025-05-11,6.8,stock
SH001117,S03,S03-E08,2025-05-05,6.0,cashier
SH001626,S05,S05-E02,2025-05-13,7.9,manager
SH000774,S02,S02-E10,2025-05-05,7.8,stock
SH000057,S01,S01-E02,2025-04-27,8.4,cashier
SH000257,S01,S01-E07,2025-04-24,7.2,stock
SH000038,S01,S01-E01,2025-05-28,6.9,stock
SH001702,S05,S05-E04,2025-05-09,7.9,cashier
SH001738,S05,S05-E05,2025-05-02,7.9,cashier
SH001816,S05,S05-E07,2025-04-29,7.7,stock
SH001182,S03,S03-E10,2025-04-24,7.2,cashier
SH000408,S02,S02-E01,2025-05-06,6.7,manager
SH001335,S04,S04-E04,2025-04-24,6.4,stock
SH001572,S05,S05-E01,2025-04-18,7.3,cashier
SH001812,S05,S05-E07,2025-04-22,8.3,stock
SH000180,S01,S01-E05,2025-04-30,8.7,cashier
SH000417,S02,S02-E01,2025-05-15,7.4,manager
SH001087,S03,S03-E07,2025-05-19,7.2,cashier
SH001279,S04,S04-E02,2025-05-23,7.0,manager
SH000613,S02,S02-E06,2025-05-06,8.6,stock
SH000092,S01,S01-E03,2025-04-22,7.8,stock
SH000209,S01,S01-E06,2025-04-15,8.2,stock
SH001603,S05,S05-E02,2025-04-10,6.6,manager
SH001438,S04,S04-E07,2025-05-03,6.7,stock
SH000570,S02,S02-E05,2025-05-02,6.9,cashier
SH001070,S03,S03-E07,2025-04-30,6.3,cashier
SH000349,S01,S01-E09,2025-05-19,6.7,manager
SH001644,S05,S05-E03,2025-04-16,6.4,cashier
SH000919,S03,S03-E03,2025-05-24,6.0,stock
SH000236,S01,S01-E06,2025-05-21,5.9,stock
SH001619,S05,S05-E02,2025-05-02,7.4,manager
SH000664,S02,S02-E07,2025-05-18,8.0,cashier
SH001318,S04,S04-E03,2025-05-25,7.4,manager
SH000589,S02,S02-E05,2025-05-26,8.4,cashier
SH000044,S01,S01-E02,2025-04-09,6.5,cashier
SH000238,S01,S01-E06,2025-05-26,5.7,stock
SH000310,S01,S01-E08,2025-05-14,6.5,manager
SH001742,S05,S05-E05,2025-05-07,9.1,cashier
SH001228,S04,S04-E01,2025-04-28,6.9,cashier
SH001175,S03,S03-E10,2025-04-12,9.2,cashier
SH000313,S01,S01-E08,2025-05-22,4.6,manager
SH001453,S04,S04-E07,2025-05-31,7.7,stock
SH000334,S01,S01-E09,2025-04-25,7.9,manager
SH001850,S05,S05-E08,2025-04-19,8.1,stock
SH001609,S05,S05-E02,2025-04-16,8.0,manager
SH001549,S04,S04-E10,2025-05-10,7.3,stock
SH001923,S05,S05-E10,2025-04-19,6.4,stock
SH001168,S03,S03-E09,2025-05-29,7.9,cashier
SH001731,S05,S05-E05,2025-04-19,6.3,cashier
SH000917,S03,S03-E03,2025-05-22,6.0,stock
SH000653,S02,S02-E07,2025-05-03,7.3,cashier
SH000398,S02,S02-E01,2025-04-21,7.0,manager
SH000510,S02,S02-E03,2025-05-23,5.7,cashier
SH000572,S02,S02-E05,2025-05-04,8.2,cashier
SH001481,S04,S04-E08,2025-05-22,6.2,stock
SH000852,S03,S03-E02,2025-04-26,6.9,stock
SH001554,S04,S04-E10,2025-05-23,6.6,stock
SH000462,S02,S02-E02,2025-05-21,8.1,manager
SH000712,S02,S02-E08,2025-05-25,6.1,stock
SH001416,S04,S04-E06,2025-05-27,6.9,stock
SH000868,S03,S03-E02,2025-05-20,8.4,stock
SH000776,S02,S02-E10,2025-05-08,7.5,stock
SH001838,S05,S05-E07,2025-05-31,8.2,stock
SH001359,S04,S04-E05,2025-04-09,6.6,stock
SH000069,S01,S01-E02,2025-05-14,6.4,cashier
SH000940,S03,S03-E04,2025-04-22,6.7,manager
SH000875,S03,S03-E02,2025-05-27,6.4,stock
SH001538,S04,S04-E10,2025-04-28,7.3,stock
SH001001,S03,S03-E05,2025-05-18,6.2,stock
SH000808,S03,S03-E01,2025-04-25,6.4,manager
SH001848,S05,S05-E08,2025-04-17,9.0,stock
SH001045,S03,S03-E06,2025-05-23,5.9,stock
SH000009,S01,S01-E01,2025-04-22,8.0,stock
SH000368,S01,S01-E10,2025-05-02,8.8,stock
SH000258,S01,S01-E07,2025-04-25,6.5,stock
SH001713,S05,S05-E04,2025-05-25,6.4,cashier
SH000900,S03,S03-E03,2025-05-01,7.9,stock
SH000283,S01,S01-E08,2025-04-07,6.2,manager
SH001230,S04,S04-E01,2025-04-30,7.5,cashier
SH001585,S05,S05-E01,2025-05-09,6.3,cashier
SH001938,S05,S05-E10,2025-05-05,7.6,stock
SH000093,S01,S01-E03,2025-04-24,5.1,stock
SH000753,S02,S02-E09,2025-05-24,6.5,cashier
SH001441,S04,S04-E07,2025-05-09,7.2,stock
SH000165,S01,S01-E05,2025-04-12,7.2,cashier
SH000509,S02,S02-E03,2025-05-22,5.9,cashier
SH000119,S01,S01-E03,2025-05-31,5.7,stock
SH000318,S01,S01-E08,2025-05-28,6.9,manager
SH000070,S01,S01-E02,2025-05-15,7.2,cashier
SH001054,S03,S03-E07,2025-04-08,6.9,cashier
SH001065,S03,S03-E07,2025-04-24,6.6,cashier
SH001940,S05,S05-E10,2025-05-08,7.5,stock
SH001806,S05,S05-E07,2025-04-14,7.5,stock
SH001169,S03,S03-E09,2025-05-30,4.1,cashier
SH000056,S01,S01-E02,2025-04-26,5.5,cashier
SH000183,S01,S01-E05,2025-05-03,6.5,cashier
SH000881,S03,S03-E03,2025-04-07,7.0,stock
SH000814,S03,S03-E01,2025-05-02,6.9,manager
SH000289,S01,S01-E08,2025-04-17,7.0,manager
SH001975,S09,S09-E01,2025-05-06,7.1,cashier
SH000478,S02,S02-E03,2025-04-19,8.3,cashier
SH001266,S04,S04-E02,2025-04-30,6.3,manager
SH001507,S04,S04-E09,2025-05-05,7.4,cashier
SH000634,S02,S02-E07,2025-04-07,7.0,cashier
SH000106,S01,S01-E03,2025-05-14,7.0,stock
SH001027,S03,S03-E06,2025-04-29,5.5,stock
SH000584,S02,S02-E05,2025-05-19,7.9,cashier
SH000219,S01,S01-E06,2025-04-30,7.9,stock
SH001252,S04,S04-E02,2025-04-09,6.0,manager
SH001558,S04,S04-E10,2025-05-28,6.5,stock
SH001765,S05,S05-E06,2025-04-18,7.5,manager
SH001477,S04,S04-E08,2025-05-10,6.2,stock
SH000689,S02,S02-E08,2025-04-19,5.2,stock
SH000194,S01,S01-E05,2025-05-21,6.2,cashier
SH000357,S01,S01-E10,2025-04-18,6.8,stock
SH001433,S04,S04-E07,2025-04-26,7.5,stock
SH001867,S05,S05-E08,2025-05-15,6.1,stock
SH000040,S01,S01-E01,2025-05-30,6.2,stock
SH000580,S02,S02-E05,2025-05-14,5.3,cashier
SH001485,S04,S04-E08,2025-05-29,6.9,stock
SH001908,S05,S05-E09,2025-05-20,7.4,cashier
SH001012,S03,S03-E06,2025-04-09,5.6,stock
SH000063,S01,S01-E02,2025-05-07,5.9,cashier
SH000853,S03,S03-E02,2025-04-28,6.3,stock
SH001964,S03,S03-TEMP03,2025-05-11,4.8,temp
SH001156,S03,S03-E09,2025-05-12,7.2,cashier
SH000554,S02,S02-E04,2025-06-01,6.5,cashier
SH001667,S05,S05-E03,2025-05-21,7.4,cashier
SH000014,S01,S01-E01,2025-04-27,5.9,stock
SH001976,S09,S09-E01,2025-04-17,6.8,cashier
SH001525,S04,S04-E10,2025-04-10,8.0,stock
SH001595,S05,S05-E01,2025-05-21,6.6,cashier
SH001689,S05,S05-E04,2025-04-24,8.2,cashier
SH000623,S02,S02-E06,2025-05-19,6.5,stock
SH001855,S05,S05-E08,2025-04-28,5.3,stock
SH001579,S05,S05-E01,2025-04-30,7.8,cashier
SH000431,S02,S02-E02,2025-04-07,6.4,manager
SH001968,S09,S09-E01,2025-05-10,6.6,cashier
SH000688,S02,S02-E08,2025-04-18,8.4,stock
SH000706,S02,S02-E08,2025-05-19,8.3,stock
SH000210,S01,S01-E06,2025-04-17,7.5,stock
SH001663,S05,S05-E03,2025-05-11,7.8,cashier
SH001709,S05,S05-E04,2025-05-21,5.8,cashier
SH001763,S05,S05-E06,2025-04-16,6.1,manager
SH000838,S03,S03-E02,2025-04-08,7.7,stock
SH001563,S05,S05-E01,2025-04-08,5.0,cashier
SH001612,S05,S05-E02,2025-04-19,6.5,manager
SH000376,S01,S01-E10,2025-05-15,6.0,stock
SH000711,S02,S02-E08,2025-05-24,6.8,stock
SH001744,S05,S05-E05,2025-05-10,5.6,cashier
SH000922,S03,S03-E03,2025-05-27,6.0,stock
SH001202,S03,S03-E10,2025-05-18,7.0,cashier
SH000264,S01,S01-E07,2025-05-08,5.8,stock
SH000742,S02,S02-E09,2025-05-08,8.5,cashier
SH000674,S02,S02-E07,2025-05-29,5.6,cashier
SH000239,S01,S01-E06,2025-05-27,6.6,stock
SH000999,S03,S03-E05,2025-05-15,7.5,stock
SH001277,S04,S04-E02,2025-05-21,4.7,manager
SH001235,S04,S04-E01,2025-05-06,6.6,cashier
SH000690,S02,S02-E08,2025-04-22,7.6,stock
SH000477,S02,S02-E03,2025-04-18,7.7,cashier
SH001417,S04,S04-E06,2025-05-29,7.4,stock
SH000995,S03,S03-E05,2025-05-10,6.4,stock
SH001943,S05,S05-E10,2025-05-11,6.6,stock
SH000595,S02,S02-E06,2025-04-08,7.5,stock
SH001932,S05,S05-E10,2025-04-29,6.5,stock
SH001805,S05,S05-E07,2025-04-13,8.7,stock
SH000807,S03,S03-E01,2025-04-23,8.7,manager
SH001356,S04,S04-E04,2025-06-01,6.7,stock
SH000543,S02,S02-E04,2025-05-14,7.0,cashier
SH001669,S05,S05-E03,2025-05-23,5.8,cashier
SH001211,S03,S03-E10,2025-05-31,7.0,cashier
SH001115,S03,S03-E08,2025-05-01,8.5,cashier
SH001617,S05,S05-E02,2025-04-29,8.4,manager
SH000089,S01,S01-E03,2025-04-18,6.9,stock
SH001265,S04,S04-E02,2025-04-29,8.5,manager
SH001399,S04,S04-E06,2025-04-22,6.9,stock
SH001408,S04,S04-E06,2025-05-06,7.2,stock
SH000008,S01,S01-E01,2025-04-21,8.0,stock
SH000745,S02,S02-E09,2025-05-11,6.7,cashier
SH001204,S03,S03-E10,2025-05-22,6.0,cashier
SH000253,S01,S01-E07,2025-04-20,8.1,stock
SH001535,S04,S04-E10,2025-04-25,8.8,stock
SH000815,S03,S03-E01,2025-05-03,6.9,manager
SH000675,S02,S02-E07,2025-05-31,6.4,cashier
SH001537,S04,S04-E10,2025-04-27,6.1,stock
SH000404,S02,S02-E01,2025-04-30,6.5,manager
SH000422,S02,S02-E01,2025-05-22,6.9,manager
SH001690,S05,S05-E04,2025-04-25,7.7,cashier
SH000921,S03,S03-E03,2025-05-26,6.9,stock
SH001509,S04,S04-E09,2025-05-07,7.3,cashier
SH000740,S02,S02-E09,2025-05-04,4.9,cashier
SH001809,S05,S05-E07,2025-04-19,6.2,stock
SH001159,S03,S03-E09,2025-05-16,7.9,cashier
SH000353,S01,S01-E09,2025-05-29,6.1,manager
SH001541,S04,S04-E10,2025-05-01,7.1,stock
SH000486,S02,S02-E03,2025-04-29,6.3,cashier
SH001143,S03,S03-E09,2025-04-19,7.3,cashier
SH001793,S05,S05-E06,2025-05-25,8.0,manager
SH000456,S02,S02-E02,2025-05-13,5.8,manager
SH001864,S05,S05-E08,2025-05-10,6.6,stock
SH001769,S05,S05-E06,2025-04-22,6.3,manager
SH001226,S04,S04-E01,2025-04-26,6.2,cashier
SH000747,S02,S02-E09,2025-05-15,4.6,cashier
SH000889,S03,S03-E03,2025-04-19,7.6,stock
SH000387,S02,S02-E01,2025-04-07,7.4,manager
SH000499,S02,S02-E03,2025-05-12,7.1,cashier
SH001823,S05,S05-E07,2025-05-11,6.7,stock
SH001965,S03,S03-TEMP04,2025-05-11,5.2,temp
SH001491,S04,S04-E09,2025-04-11,5.3,cashier
SH001942,S05,S05-E10,2025-05-10,7.9,stock
SH001195,S03,S03-E10,2025-05-09,7.3,cashier
SH001560,S04,S04-E10,2025-05-31,6.2,stock
SH000013,S01,S01-E01,2025-04-26,7.5,stock
SH000224,S01,S01-E06,2025-05-06,8.1,stock
SH000824,S03,S03-E01,2025-05-14,7.2,manager
SH000354,S01,S01-E09,2025-05-30,7.9,manager
SH000866,S03,S03-E02,2025-05-18,7.5,stock
SH000188,S01,S01-E05,2025-05-09,4.8,cashier
SH001735,S05,S05-E05,2025-04-29,6.6,cashier
SH001187,S03,S03-E10,2025-04-30,5.5,cashier
SH000912,S03,S03-E03,2025-05-16,6.0,stock
SH001676,S05,S05-E04,2025-04-10,5.9,cashier
SH000383,S01,S01-E10,2025-05-27,8.2,stock
SH000952,S03,S03-E04,2025-05-07,6.5,manager
SH001292,S04,S04-E03,2025-04-12,6.4,manager
SH000861,S03,S03-E02,2025-05-08,6.7,stock
SH000021,S01,S01-E01,2025-05-05,7.1,stock
SH001829,S05,S05-E07,2025-05-21,7.6,stock
SH001059,S03,S03-E07,2025-04-17,5.9,cashier
SH001672,S05,S05-E03,2025-05-26,7.7,cashier
SH000152,S01,S01-E04,2025-05-22,7.1,stock
SH001144,S03,S03-E09,2025-04-20,8.4,cashier
SH000237,S01,S01-E06,2025-05-25,6.0,stock
SH001891,S05,S05-E09,2025-04-25,6.0,cashier
SH000248,S01,S01-E07,2025-04-11,4.9,stock
SH001960,S03,S03-TEMP03,2025-05-10,6.0,temp
SH001180,S03,S03-E10,2025-04-22,8.7,cashier
SH001348,S04,S04-E04,2025-05-19,7.3,stock
SH000790,S02,S02-E10,2025-05-25,6.9,stock
SH001885,S05,S05-E09,2025-04-17,7.6,cashier
SH001060,S03,S03-E07,2025-04-18,6.5,cashier
SH000097,S01,S01-E03,2025-05-01,6.4,stock
SH001423,S04,S04-E07,2025-04-11,7.1,stock
SH000042,S01,S01-E01,2025-06-01,7.2,stock
SH001890,S05,S05-E09,2025-04-24,5.8,cashier
SH001921,S05,S05-E10,2025-04-17,6.3,stock
SH000849,S03,S03-E02,2025-04-22,7.3,stock
SH001757,S05,S05-E05,2025-05-28,8.2,cashier
SH000629,S02,S02-E06,2025-05-27,8.0,stock
SH001768,S05,S05-E06,2025-04-21,7.8,manager
SH001599,S05,S05-E01,2025-05-25,6.0,cashier
SH001283,S04,S04-E02,2025-05-28,7.6,manager
SH000736,S02,S02-E09,2025-04-30,5.8,cashier
SH001736,S05,S05-E05,2025-04-30,8.3,cashier
SH001338,S04,S04-E04,2025-04-27,8.1,stock
SH001861,S05,S05-E08,2025-05-06,6.2,stock
SH001191,S03,S03-E10,2025-05-04,5.9,cashier
SH001041,S03,S03-E06,2025-05-17,4.6,stock
SH001581,S05,S05-E01,2025-05-03,5.5,cashier
SH000491,S02,S02-E03,2025-05-04,6.9,cashier
SH001803,S05,S05-E07,2025-04-11,7.6,stock
SH001489,S04,S04-E09,2025-04-09,6.9,cashier
SH001950,S05,S05-E10,2025-05-24,7.3,stock
SH001293,S04,S04-E03,2025-04-14,6.2,manager
SH001296,S04,S04-E03,2025-04-18,7.6,manager
SH000359,S01,S01-E10,2025-04-21,5.4,stock
SH001811,S05,S05-E07,2025-04-21,5.6,stock
SH000463,S02,S02-E02,2025-05-22,6.9,manager
